Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Axis Bank Ltd,61691.0,106304.0,167995.0,23.6,0.0,(C) Major Private Banks,2014-10-15
City Union Bank Ltd,6503.0,28434.0,34937.0,34.94,0.0,(C) Major Private Banks,2014-10-15
Federal Bank Ltd,84841.0,26455.0,111296.0,344.77,33249.0,(C) Major Private Banks,2014-10-15
HDFC Bank Ltd,85530.0,381491.0,467021.0,209.62,54451.0,(C) Major Private Banks,2014-10-15
ICICI Bank Ltd,283494.0,79482.0,362976.0,179.16,41639.0,(C) Major Private Banks,2014-10-15
IndusInd Bank Ltd,6596.0,20742.0,27338.0,6.4,20825.0,(C) Major Private Banks,2014-10-15
Karur Vysya Bank,3872.0,44186.0,48058.0,22.76,38078.0,(C) Major Private Banks,2014-10-15
Kotak Mahindra Bank Ltd,19457.0,13677.0,33134.0,18.04,0.0,(C) Major Private Banks,2014-10-15
RBL Bank Ltd,34236.0,15988.0,50224.0,1.08,13379.0,(C) Major Private Banks,2014-10-15
Yes Bank Ltd,1179.0,559.0,1738.0,0.91,1740.0,(C) Major Private Banks,2014-10-15
Major Private Banks Sub Total,587399.0,717318.0,1304717.0,841.28,203361.0,(C) Major Private Banks,2014-10-15
Public Sector Banks,19923405.0,19779051.0,39702456.0,29121.22,21852910.0,Summary,2014-10-22
Regional Rural Banks,745574.0,210774.0,956348.0,2800.12,116142.0,Summary,2014-10-22
Private Sector Banks,609575.0,764498.0,1374073.0,946.01,334108.0,Summary,2014-10-22
Grand Total,21278554.0,20754323.0,42032877.0,32867.35,22303160.0,Summary,2014-10-22
Andhra Bank,690690.0,496767.0,1187457.0,493.33,1052150.0,(A) Public Sector Banks,2014-10-22
Bank of Baroda,1377920.0,2102186.0,3480106.0,554.4,2812340.0,(A) Public Sector Banks,2014-10-22
Bank of India,1170301.0,1752362.0,2922663.0,837.28,2038729.0,(A) Public Sector Banks,2014-10-22
Bank of Maharashtra,714648.0,363841.0,1078489.0,554.86,269381.0,(A) Public Sector Banks,2014-10-22
Bhartiya Mahila Bank,0.0,31738.0,31738.0,66.97,31587.0,(A) Public Sector Banks,2014-10-22
Canara Bank,2224367.0,1136833.0,3361200.0,1820.9,182386.0,(A) Public Sector Banks,2014-10-22
Corporation Bank,568489.0,527612.0,1096101.0,323.86,531542.0,(A) Public Sector Banks,2014-10-22
Dena Bank,720268.0,459803.0,1180071.0,761.47,784854.0,(A) Public Sector Banks,2014-10-22
Indian Bank,1026941.0,641726.0,1668667.0,611.32,1623325.0,(A) Public Sector Banks,2014-10-22
Indian Overseas Bank,507149.0,1076143.0,1583292.0,496.2,859413.0,(A) Public Sector Banks,2014-10-22
Punjab & Sind Bank,473583.0,284620.0,758203.0,1004.69,572910.0,(A) Public Sector Banks,2014-10-22
State Bank of Hyderabad,449316.0,966833.0,1416149.0,194.74,961373.0,(A) Public Sector Banks,2014-10-22
State Bank of India,4509439.0,6442657.0,10952096.0,2142.47,5229792.0,(A) Public Sector Banks,2014-10-22
State Bank of Mysore,370845.0,124230.0,495075.0,241.99,371268.0,(A) Public Sector Banks,2014-10-22
State Bank of Travancore,27494.0,243049.0,270543.0,16422.12,62084.0,(A) Public Sector Banks,2014-10-22
Syndicate Bank,1330830.0,769982.0,2100812.0,7.09,728509.0,(A) Public Sector Banks,2014-10-22
UCO Bank,932941.0,969517.0,1902458.0,831.36,390709.0,(A) Public Sector Banks,2014-10-22
Union Bank of India,1486567.0,383813.0,1870380.0,363.77,1776331.0,(A) Public Sector Banks,2014-10-22
United Bank of India,990743.0,708563.0,1699306.0,1149.06,1049627.0,(A) Public Sector Banks,2014-10-22
